Name,Industry,Location,Csize,Website,Funding Stage,Funding Amount,Contact Numbers of decision-makers
Headspace,"Health, Wellness And Fitness","Santa Monica,United States",201-500',http://www.headspace.com,series c,$53M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Nova Credit,Information Technology And Services,"San Francisco,United States",51-200',http://novacredit.com,series b,$50M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Core Health & Fitness,"Health, Wellness And Fitness","Vancouver,United States",201-500',https://corehandf.com,private equity funding,undisclosed,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Asp Global,Medical Devices,"Atlanta,United States",51-200',http://www.aspglobal.com,private equity funding,undisclosed,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Lakeside Software,Computer Software,"Bloomfield Hills,United States",51-200',http://www.lakesidesoftware.com,private equity funding,undisclosed,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Communication Technology Services,Telecommunications,United States,201-500',http://cts1.com,private equity funding,undisclosed,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Moovby,Internet,"Kuala Lumpur,Malaysia",11-50',https://www.moovby.com,undisclosed,$500K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Peach & Lily,Retail,United States,11-50',https://www.peachandlily.com,venture funding,undisclosed,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Pypeserver,Computer Software,"Federal Way,United States",1-10',https://www.pypeserver.com,venture funding,$1.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Fenergo,Financial Services,"Dublin,Ireland",501-1000',http://www.fenergo.com,venture funding,$80M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Music Business Worldwide,Entertainment,"London,United Kingdom",11-50',http://www.musicbusinessworldwide.com,corporate funding,undisclosed,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Summa Health,Hospital & Health Care,"Akron,United States",1001-5000',http://www.summahealth.org,grant,$1.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Boys & Girls Clubs Of Oceanside,Nonprofit Organization Management,"Oceanside,United States",11-50',https://bgcoceanside.org,grant,$4.5K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Chaayos,Food & Beverages,"Delhi,India",201-500',http://www.chaayos.com,series b,$18.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Skydance Media,Entertainment,"Santa Monica,United States",201-500',http://skydancemedia.com,undisclosed,$275M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Clovitek,Electrical/electronic Manufacturing,"Salt Lake City,United States",1-10',https://www.clovitek.com,equity crowdfunding,undisclosed,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Soundcloud,Internet,"Berlin,Germany",1001-5000',http://www.soundcloud.com,venture funding,$75M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Vezeeta,Information Technology And Services,"Cairo,Egypt",201-500',http://www.vezeeta.com,series d,$40M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Data Duopoly,Information Technology And Services,United Kingdom,1-10',https://www.dataduopoly.com,seed,£30K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Virtual Gurus,Executive Office,"Calgary,Canada",11-50',https://thevirtualgurus.com,series a,$903.679K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Petpooja,Information Technology & Services,"Ahmedabad,India",201-500',http://www.petpooja.com,series a,$1.9M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Clipchamp,Information Technology And Services,"Brisbane,Australia",11-50',https://clipchamp.com,series a,$13.2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Roborigger,Industrial Automation,"Perth,Australia",1-10',https://www.roborigger.com.au,series a,$5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Docugami,Information Technology And Services,"Kirkland,United States",11-50',http://docugami.com,seed,$10M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Brick&bolt,Internet,"Bengaluru,India",11-50',https://www.bricknbolt.com,seed,$1.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Arengu,Computer Software,"Vigo,Spain",11-50',https://www.arengu.com,seed,$545.625K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Juked,Online Media,"San Francisco,United States",1-10',https://juked.gg,undisclosed,$2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Stilla Technologies,Biotechnology,"Villejuif,France",51-200',https://www.stillatechnologies.com,series b,€20M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Aella Credit,Financial Services,"San Francisco,United States",11-50',https://www.aellacredit.com,debt funding,$10M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Retina-ai,Medical Devices,"Houston,United States",1-10',https://www.retina-ai.com,private equity funding,$5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Eagle,Professional Training And Coaching,"Guelph,Canada",201-500',https://www.eaglesflight.com,private equity funding,$2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Fnz,Financial Services,"London,United Kingdom",1001-5000',http://www.fnz.com,private equity funding,$1.2B,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Reassured,Financial Services,United Kingdom,201-500',https://www.reassured.co.uk,venture funding,undisclosed,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Hoop Tea,Consumer Goods,United States,1-10',https://www.hooptea.com,equity crowdfunding,$70K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Nurturecloud,Internet,"Sydney,Australia",1-10',https://nurturecloud.com,corporate funding,$3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Winrock International,International Trade & Development,"Little Rock,United States",1001-5000',https://www.winrock.org,grant,$675.8K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Solid Solutions,Computer Software,United Kingdom,51-200',https://www.solidsolutions.co.uk,undisclosed,undisclosed,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
